algo,lr,loss
cover:8:psi:0:nounif:mtr,learning_rate:0.1,0.5749306363636364
bag:2:greedify:ips,learning_rate:0.01,0.5754245454545455
bag:2:greedify:dr,learning_rate:0.03,0.575451090909091
bag:8:greedify:mtr,learning_rate:0.03,0.575777
cover:4:psi:0.01:nounif:ips,learning_rate:1.0,0.5758240909090909
cover:8:psi:1.0:dr,learning_rate:0.3,0.5758780909090908
cover:16:psi:0:nounif:ips,learning_rate:10.0,0.5760956363636364
cover:4:psi:0:nounif:ips,learning_rate:10.0,0.5761592727272727
cover:4:psi:0:nounif:mtr,learning_rate:0.003,0.5761677272727272
epsilon:0:ips,learning_rate:10.0,0.5762501818181819
cover:16:psi:0.1:nounif:mtr,learning_rate:0.1,0.5764165454545455
cover:1:nounif:mtr,learning_rate:0.03,0.5771214
cover:4:psi:0:nounif:dr,learning_rate:0.001,0.5771333636363636
cover:8:psi:0.01:nounif:mtr,learning_rate:0.1,0.5772835454545454
cover:1:nounif:ips,learning_rate:0.01,0.577566
cover:8:psi:0.01:nounif:dr,learning_rate:0.003,0.5776459090909092
cover:8:psi:0:nounif:ips,learning_rate:10.0,0.5776774545454545
cover:4:psi:0.1:mtr,learning_rate:10.0,0.5776980909090909
cover:4:psi:0.01:mtr,learning_rate:1.0,0.5781002727272727
cover:4:psi:1.0:dr,learning_rate:0.3,0.5785520909090909
cover:16:psi:0.01:dr,learning_rate:10.0,0.5788760000000001
bag:2:dr,learning_rate:0.3,0.5790556363636363
cover:4:psi:0.1:nounif:mtr,learning_rate:0.03,0.5791573636363636
bag:2:dr,learning_rate:0.01,0.57941
cover:16:psi:0.01:mtr,learning_rate:3.0,0.5794176363636364
epsilon:0.02:dr,learning_rate:0.1,0.579531
cover:4:psi:0.1:dr,learning_rate:10.0,0.5795944545454546
cover:16:psi:0.1:nounif:mtr,learning_rate:0.03,0.5796457272727273
cover:8:psi:0.1:nounif:ips,learning_rate:0.3,0.579999909090909
bag:4:dr,learning_rate:0.3,0.5801763636363637
cover:4:psi:0.01:nounif:mtr,learning_rate:0.003,0.580281
cover:16:psi:0.01:nounif:mtr,learning_rate:0.1,0.5802824545454546
bag:8:dr,learning_rate:0.3,0.5806168181818182
epsilon:0.02:dr,learning_rate:10.0,0.5806938181818182
cover:4:psi:0:nounif:mtr,learning_rate:0.001,0.580880909090909
cover:4:psi:0.01:nounif:dr,learning_rate:0.003,0.5809015454545455
cover:4:psi:0.1:dr,learning_rate:1.0,0.5813486363636363
cover:1:nounif:ips,learning_rate:0.003,0.5815575
cover:4:psi:0.01:nounif:mtr,learning_rate:10.0,0.5816114545454545
cover:8:psi:0.01:nounif:mtr,learning_rate:0.03,0.5817058181818182
cover:16:psi:0:dr,learning_rate:1.0,0.5820791818181816
cover:8:psi:0.01:dr,learning_rate:1.0,0.5821489999999999
cover:8:psi:0.1:nounif:mtr,learning_rate:0.3,0.5822249090909092
cover:4:psi:0.1:nounif:ips,learning_rate:0.3,0.5823275454545455
bag:4:mtr,learning_rate:0.03,0.5823510000000001
cover:16:psi:1.0:dr,learning_rate:3.0,0.5824022727272727
epsilon:0.02:mtr,learning_rate:0.1,0.5825468181818182
cover:8:psi:0:nounif:dr,learning_rate:0.001,0.5827269090909091
cover:4:psi:1.0:dr,learning_rate:3.0,0.5830131818181818
bag:4:greedify:ips,learning_rate:0.1,0.5830500909090909
bag:2:greedify:ips,learning_rate:1.0,0.583096090909091
cover:16:psi:0:nounif:dr,learning_rate:0.001,0.5832454545454546
bag:2:greedify:ips,learning_rate:3.0,0.5833353636363636
bag:16:dr,learning_rate:0.3,0.583480181818182
cover:8:psi:0:mtr,learning_rate:10.0,0.5835352727272727
cover:16:psi:0.01:mtr,learning_rate:0.03,0.5839148461538461
cover:4:psi:0:nounif:mtr,learning_rate:0.01,0.5840947272727273
cover:16:psi:0.01:nounif:mtr,learning_rate:1.0,0.5841045454545455
cover:1:nounif:dr,learning_rate:0.003,0.5846415
bag:4:greedify:ips,learning_rate:1.0,0.5847497272727273
cover:16:psi:0.1:dr,learning_rate:1.0,0.5847957272727273
cover:4:psi:0.1:mtr,learning_rate:3.0,0.5851522727272727
cover:8:psi:1.0:dr,learning_rate:3.0,0.5853959090909092
cover:8:psi:0.01:nounif:mtr,learning_rate:0.003,0.5857964545454546
bag:4:greedify:ips,learning_rate:0.3,0.5858114545454547
cover:8:psi:0.1:nounif:mtr,learning_rate:0.03,0.5860634545454545
bag:2:greedify:mtr,learning_rate:0.01,0.5861475454545454
bag:4:greedify:ips,learning_rate:3.0,0.5863079090909091
cover:16:psi:0:nounif:mtr,learning_rate:1.0,0.5863852727272727
cover:16:psi:0:nounif:mtr,learning_rate:0.001,0.5864942727272727
cover:8:psi:0:nounif:mtr,learning_rate:10.0,0.5865958181818182
cover:4:psi:0.1:mtr,learning_rate:1.0,0.5868139090909091
cover:4:psi:0.01:nounif:mtr,learning_rate:0.03,0.5869250909090908
bag:8:greedify:ips,learning_rate:1.0,0.5871350000000001
cover:16:psi:1.0:dr,learning_rate:0.1,0.5875044545454545
cover:8:psi:0:dr,learning_rate:1.0,0.5875837272727272
cover:4:psi:0.01:dr,learning_rate:1.0,0.5876874545454546
cover:4:psi:0.1:nounif:mtr,learning_rate:0.1,0.5878135454545453
cover:8:psi:0.01:mtr,learning_rate:10.0,0.5878459090909091
cover:1:nounif:ips,learning_rate:0.03,0.5878893000000001
cover:16:psi:0.01:nounif:mtr,learning_rate:0.003,0.5878893636363636
